Lab;Predio;Sala;Detalhe sala (mesa, armário, etc);Nome Equipamento ;Apelido;Tipo;Fabricante;Moeda;Custo de aquisição;Agência financiadora;ID_grupo (partes do mesmo conjunto têm o mesmo número de ID_grupo);Responsável;Potência elétrica;Unidade potencia elétrica;Tensão elétrica minima (V);Tensão elétrica máxima (V);Detalhe da alimentação elétrica (bivolt, trifásico, etc);Outras alimentações (ar, água, etc);Modelo;Spec1;Unidade Spec1;Spec2;Unidade Spec2;Nacionalidade;Ano de aquisição ;Apelido projeto compra;Sistema de patrimônio principal;Numero de patrimônio principal;Finalidade principal;Intervalo de calibração;Condição Equipamento;Data Atualização;Pasta de documentos;OBS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;auxiliar
LPM;10;Sala 09 - Ensaios de W.I.;;Britador de maníbulas (Blake);;Britador;Ogawa Sampling;;;;;Matheus;2,2;kW;220;220;;Trifásico;OSK 131-3;;;;;Japonesa;1985;JICA 1985;IPT red;1564;Britar amostras;;Em manutenção;23/09/2022;LPM10BR003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 09 - Ensaios de W.I.;;"Misturador tipo ""V""";;Misturador;Tokujo Kosakusho;;;;;Filipe;0,1;kW;110;110;;Trifásico;VI-10;;;;;Japonesa;1985;JICA 1985;IPT red;1571;Homogeneizar amostras;;Em funcionamento;23/09/2022;LPM10MT002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 09 - Ensaios de W.I.;;Moinho de bolas (WI);;Moinho;Faço;;;;;Matheus;1;HP;220;220;;;"MBO 12""X12""";;;;;Brasileira;1982;Ativo IPT;IPT geral;6861;Ensaios de moabilidade;;Em funcionamento;23/09/2022;LPM10MO001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 09 - Ensaios de W.I.;;Moinho de bolas/barras;;Moinho;Yoshida Seisakusho;;;;;Matheus;0,2;kW;110;110;;;1140;70;RPM;;;Japonesa;1985;JICA 1985;IPT red;1568;Cominuição de materiais;;Em funcionamento;23/09/2022;LPM10MO002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 09 - Ensaios de W.I.;;Moinho de bolas/barras;;Moinho;Yoshida Seisakusho;;;;;Matheus;0,2;kW;110;110;;;1140A;70;RPM;;;Japonesa;1985;JICA 1985;IPT red;1567;Cominuição de materiais;;Em funcionamento;23/09/2022;LPM10MO003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 09 - Ensaios de W.I.;;Moinho de bolas/barras;;Moinho;Yoshida Seisakusho;;;;;Matheus;0,2;HP;110;110;;;1138B;75;RPM;;;Japonesa;1985;JICA 1985;IPT geral;1566;Cominuição de materiais;;Em funcionamento;23/09/2022;LPM10MO004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 09 - Ensaios de W.I.;;Moinho de disco;;Moinho;Yoshida Seisakusho;;;;;Matheus;1,5;kW;220;220;;Trifásico;1025-B;570;RPM;;;Japonesa;1985;JICA 1985;IPT red;1565;Cominuição de materiais;;Em funcionamento;23/09/2022;LPM10MO005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 10 - Secagem;;Conjunto de lâmpadas para secagem;;Estufa;IPT;;;;;Filipe;;;220;;;;;;;;;Brasileira;;Ativo IPT;;35650;Secagem de amostras;;Em Funcionamento;09/09/2022;LPM10ET001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 10 - Secagem;Bancada;Deionizador;;Purificador de Agua;Permution;;;;;Francisco;9;W;110;;;Água;DE 1800 Evolution;;;;;;;;;3910;Deionizar a água;;Em Manutenção;09/09/2022;LPM10PA001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 10 - Secagem;Bancada;Estufa;;Estufa;Fanem;;;;;N/D;1500;W;220;;;;520 / 2C;;;;;;;;;3907;Secagem de amostras;;Em Funcionamento;09/09/2022;LPM10ET002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 12 - Ensaios de concentração á seco;;Seladora de plásticos;;Seladora;0;;;;;Jefferson;;;110;220;;;500;;;;;Brasileira;;Moderniza;IPT geral;3919;selar amostras em sacos plásticos;;Em manutenção;23/09/2022;LPM10SL002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 12 - Ensaios de concentração á seco;;Separador eletrostático;;Separador Eletrostático;Carpco, Inc. Co.;;;;;Jefferson;;;220;220;;Monofásico;HT 111-15;;;;;Norte Americano;1983;JICA 1985;FIPT geral;1552;Separação por condutividade elétrica;;Em manutenção;30/09/2022;LPM10SE001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 12 - Ensaios de concentração á seco;;Separador magnético a seco;;Separador Magnético;Nippon;;;;;Jefferson;100;W;;;;Monofásico;NJ-G-30+30;;;;;Japonesa;1985;JICA 1985;IPT red;1553;Separar materiais magnéticos;;Em funcionamento;23/09/2022;LPM10SM003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;;;Bomba à vacuo;;Bomba;Solab;;;;;N/D;250;W;220;;;;SL-60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;;;pHmetro;;Phmetro;Marconi;;;;;N/D;;;110;220;;;MA-522;;;;;;;BNDES;;;medir pH nanopartículas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Laboratório 02 - Sala de Peneiras;Guardado dentro da bancada;Balança de precisão;;Balança;Ohaus;;;;;Filipe;;;110;;;;EP6102C;;;;;;;;IPT geral;11956;Pesar materiais;;Em manutenção;18/10/2022;LPM10BL002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Laboratório 02 - Sala de Peneiras;Guardado dentro da bancada;Etiquetaderia;;Outros;Toledo;;;;;Filipe;;;;;;;451;;;;;;;;IPT geral;3922;Imprimir etiquetas de materiais pesados;;Fora de uso;18/10/2022;LPM10XX003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;;;Microscópio estereoscópio;;Microscopio;Leica;;;;;N/D;;;;;;;;;;;;;2010;BNDES;;;Análise microscópica de partículas;;;30/09/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;;;Purificador de água;;Purificador de Agua;Milli-Q/Millipore;;;;;N/D;80;VA;120;230;;;Rios 5;;;;;França;2009;;;;;;;30/09/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;;;Armário das peneiras;;Outros;;;;;;N/D;;;;;;;;;;;;;;;;;;;Tirar da lista;28/10/2022;;Tirar da lista;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;;;Dessecador (novos);;Outros;;;;;;N/D;;;;;;;;;;;;;;Moderniza;;;Preservação de umidade de materiais;;Tirar da lista;28/10/2022;;Tirar da lista;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;;;Dessecador (novos);;Outros;;;;;;N/D;;;;;;;;;;;;;;Moderniza;;;Preservação de umidade de materiais;;Tirar da lista;28/10/2022;;Tirar da lista;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;;;Extrusora;;Outros;;;;;;N/D;;;220;;;;;;;;;;;;;;;;Foi descartado;28/10/2022;;Tirar da lista;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;;;Prensa;;Prensa;Solotest;;;;;N/D;;;;;;;S-30-PR-M;;;;;Brasileira ;1996;;;;Ensaios de resistência à compressão;;Foi descartado;28/10/2022;;Tirar da lista;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 09 - Ensaios de W.I.;;Peneira Giratória;;Peneira;Tokujo Kosakusho;;;;;Matheus;0,2;kW;110;110;;Monofásico;GS-AIP-AM-Especial;;;;;Japonesa;;JICA 1985;IPT geral;35643;Peneirar materiais;;Em funcionamento;30/09/2022;LPM10PN001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Laboratório 01 - Flotação;Bancada;Almofariz Mecânico;;Moinho;Aichi Denki Kosakusho;;;;;Francisco;39;W;100;100;;;ANM-1000;;;;;Japonesa;1985;JICA 1985;IPT geral;37495;Moer materiais a seco;;Em funcionamento;28/10/2022;LPM10MO006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;21;Sala de ensaios;;Centrífuga;;Outros;Kubota;;;;;Filipe;400;W;110;110;Monofásico;;KS-3000P;;;;;Japonesa;1986;JICA 1985;IPT geral;35651;Decantar partículas sólidas;;Em funcionamento;30/09/2022;LPM10XX012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;21;Sala de ensaios;;Conjunto de lâmpadas para secagem;;Estufa;IPT;;;;;N/D;;;;;;;;;;;;;;Ativo IPT;IPT geral;35677;Secagem de materiais;;Em funcionamento;18/10/2022;LPM10ET003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;;;Estufa de secagem;;Estufa;Lutz Ferrando;;;;;N/D;;;220;;;;;;;;;Brasileira;;Ativo IPT;;;Secagem de materiais;;Foi descartado;28/10/2022;;Tirar da lista;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;;;Estufa de secagem (antiga);;Estufa;Fanem;;;;;N/D;;;220;;;;320;;;;;Brasileira;;Ativo IPT;;;Secagem de materiais;;Foi descartado;28/10/2022;;Tirar da lista;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;;;Estufa de secagem (antiga);;Estufa;SOC. FABBE;;;;;N/D;;;;;;;116;;;;;Brasileira;;Ativo IPT;;;secagem de materiais a baixa temperatura;;Foi descartado;28/10/2022;;Tirar da lista;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 10 - Secagem;;Estufa de secagem (nova);;Estufa;Fanem;;;;;N/D;;;220;220;;;320E;;;;;Brasileira;;Moderniza;IPT geral;6857;Secagem de materiais;;Em funcionamento;30/09/2022;LPM10ET007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;;;Politriz;;Outros;;;;;;N/D;;;;;;;;;;;;;;;;;;;Foi descartado;30/09/2022;;Tirar da lista;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 11 -  Ensaios de concentração á úmido;;Filtro à vácuo;;Filtro;Sanwa Rikoh;;;;;Jefferson;400;W;100;100;;Monofásico;SN;;;;;Japonesa;1985;JICA 1985;IPT geral;35655;Secagem de materiais;;Em manutenção;30/09/2022;LPM10FI001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 11 -  Ensaios de concentração á úmido;;jigue;;Separador Densitário;Deco;;;;;Jefferson;;;;;;;H469A;;;;;;;Ativo IPT;IPT geral;37187;Concentração por densidade;;Em funcionamento;30/09/2022;LPM10SD001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 11 -  Ensaios de concentração á úmido;;Jigue;;Separador Densitário;Denver;;;;;N/D; 1/4;HP;220;220;;Monofásico;"4""x 6""";1145;RPM;;;Norte Americano;1968;Ativo IPT;IPT geral;6856;Concentração por densidade;;Em funcionamento;30/09/2022;LPM10SD002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 11 -  Ensaios de concentração á úmido;;Mesa vibratória;;Separador Densitário;OTA Iron Works/Wilfley;;;;;Jefferson;400;W;220;220;;Trifásico;1000X450 250-450;;;;;Japonesa;;JICA 1985;IPT geral;1558;Separação de materiais por densidade;;Em funcionamento;30/09/2022;LPM10SD003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de cominuição;;Misturador/alimentador de polpa;;Misturador;ALP CO., LTD;;;;;Jefferson;;;100;100;;Monofásico;S 202;;;;;;;Ativo IPT;IPT geral;37199;alimentação de polpas aos equip.;;Em funcionamento;30/09/2022;LPM10MT003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 11 -  Ensaios de concentração á úmido;;Separador magnético a úmido de alta intensidade;;Separador Magnético;Eriez;;;;;Jefferson;3000;W;;;;;WLIMS;;;;;Japonesa;1985;JICA 1985;IPT red;1556;Separar materiais magnéticos;;Em funcionamento;30/09/2022;LPM10SM001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 11 -  Ensaios de concentração á úmido;;Separador magnético a úmido de tambor;;Separador Magnético;Eriez;;;;;Jefferson;0,4;kW;110;;;;L-8;;;;;Japonesa;1985;JICA 1985;IPT geral;1555;Separar materiais magnéticos;;Em funcionamento;30/09/2022;LPM10SM002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;Mesanino;Hidrociclone;;Ciclone;Cimaq;;;;;N/D;;;;;;;"Diâmetro 3""";;;;;Brasileira;;Ativo IPT;IPT blue;23995;Classificar materiais;;Em funcionamento;28/10/2022;LPM10CC001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;Mesanino;Hidrociclone;;Ciclone;Cimaq;;;;;N/D;;;;;;;"Diâmetro 2""";;;;;Brasileira;;Ativo IPT;IPT blue;07210;Classificar materiais;;Em funcionamento;18/10/2022;LPM10CC002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;Mesanino;Hidrociclone;;Ciclone;Cimaq;;;;;N/D;Não aplicável;;;;;;"Diâmetro 4""";;;;;Brasileira;;Ativo IPT;IPT geral;35067;Classificar materiais;;Em funcionamento;28/10/2022;LPM10CC003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;21;Mesanino;;Quarteador de amostras tipo Jones;;Quarteador;Kiya Seisakusho;;;;;Matheus;;;;;;;Vários;;;;;Japonesa;1986;JICA 1985;IPT geral;36635;Quartear amostras;;Em funcionamento;18/10/2022;LPM10QT001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 12 - Ensaios de concentração á seco;Bancada;Separador magnético isodinâmico;Frantz;Separador Magnético;Frantz;;;;;Jefferson;;;115;115;;;L - 1;;;;;Brasileira;2010;Moderniza;IPT geral;16813;Seapração por magnetismo;;Em funcionamento;30/09/2022;LPM10SM004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Agitador de peneiras quadradas;;Peneira;Solo Test;;;;;Filipe;;;220;220;;;50x50;;;;;Brasileira;2009;Moderniza;IPT geral;;Peneirar materiais volumosos;;Em funcionamento;30/09/2022;LPM10PN002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Sala 12 - Ensaios de concentração á seco;;Balança de plataforma;;Balança;Líder;;;;;Jefferson;;;220;220;;;B650;;;;;;;;IPT blue;20685;Pesar materiais;;Em manutenção;30/09/2022;LPM10BL005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;Bancada;Bolomêtro;;Disco;Fabbe;;;;;Filipe;0,5;cv;220;220;;Trifásico;;;;;;;;;FIPT geral;6658;Aglomeração de finos;;Em funcionamento;30/09/2022;LPM10DI001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Briquetadeira;;Briquetadeira;Lippel;;;;;Filipe;75;HP;380;380;;;BP 1000 A;;;;;;;;IPT geral;17025;Aglomeração de biomassa;;Em funcionamento;30/09/2022;LPM10BQ001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Briquetadeira de Pistão*;;Briquetadeira;Lippel;;;;;Filipe;38;KW;220;220;;Àgua;BL 65/150;;;;;Brasileira;2009;Moderniza;FIPT geral;17026;Produzir briquetes;;Em funcionamento;30/09/2022;LPM10BQ002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Briquetadeira de rolos;;Briquetadeira;Renard;;;;;Filipe;10;HP;220;220;;Trifásico;BQ-407:01.02.03.04.05;1750;RPM;;;Brasileira;1977;Ativo IPT;IPT geral;6690;Produzir briquetes;;Em funcionamento;30/09/2022;LPM10BQ003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Circuito de moagem a seco;;Moinho;Renard;;;;;Filipe;20;cv;220;220;;Trifásico;;250;kg/h;;;Brasileiro;;Ativo IPT;IPT geral;6692;Moer materiais a seco;;Em Manutenção;30/09/2022;LPM10MO007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Compressor novo;;Compressor;Schulz;;;;;Filipe;;;220;220;;;MSWV 60 F;175;lbf/Pol2;60;pes3/min;;;;;;Comprimir o ar;;Em funcionamento;30/09/2022;LPM10CP001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Disco pelotizador;;Disco;Lurgi;;;;;Filipe;2,2;kW;220;220;;Água;HPE-00-1524-00;;;;;Norte Americano;1986;Ativo IPT;IPT geral;6699;Pelotizar materiais;;Em funcionamento;30/09/2022;LPM10DI002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Disco pelotizador;;Disco;IPT;;;;;Filipe;;;220;220;;Água;IPT - Ø 1 Metro;;;;;Brasileira;1975;Ativo IPT;;;Pelotizar materiais;;Em funcionamento;28/10/2022;LPM10DI003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Disco pelotizador;;Disco;Eirich;;;;;Filipe;1,5;kW;220;380;;Água;TR10;;;;;Brasileira;1978;Ativo IPT;IPT geral;35984;Pelotizar materiais;;Em funcionamento;30/09/2022;LPM10DI004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;Bancada;Disco pelotizador;;Disco;Erweka;;;;;Filipe;0,5;cv;110;220;Trifásico;;AR 400;;;;;;;;FIPT geral;6702;Pelotizar materiais;;Em manutenção;30/09/2022;LPM10DI005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Estufa de secagem;;Estufa;Fanem;;;;;Filipe;5;kW;220;220;Trifásico;;320E MP;;;;;Brasileira;;Moderniza;IPT geral;6671;Secagem de materiais;;Em funcionamento;30/09/2022;LPM10ET008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;4;Rua;;Misturador;;Misturador;Simpson;;;;;Omar;;;220;;Trifásico;;05 F. FIXO;;;;;Norte Americano;;Ativo IPT;;;Misturar materiais;;Em processo de descarte;04/10/2022;LPM10MT004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Misturador com aquecimento;;Misturador;Renard;;;;;Filipe;11;cv;220;220;;;MDP 300X201;1120;RPM;;;Brasileira;1978;Ativo IPT;IPT geral;6695;Misturar materiais com aquecimento;;Em funcionamento;30/09/2022;LPM10MT004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Misturador Intensivo;;Misturador;Eirich;;;;;Filipe;20;cv;220;220;Trifásico;;R 7;;;;;Alemã;1976;Ativo IPT;IPT geral;6706;Misturar materiais diversos;;Em funcionamento;30/09/2022;LPM10MT005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Misturador tipo betoneira;;Misturador;Mecânica Alfa Ltda.;;;;;Filipe;;;220;220;;;;50;kg;;;Brasileira;;Ativo IPT;IPT geral;35997;Misturar materiais (batelada);;Em funcionamento;03/10/2022;LPM10MT006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Misturador tipo betoneira;;Misturador;Mecânica Nacional;;;;;Filipe;;;220;220;Trifásico;;;200;kg;;;Brasileira;;Ativo IPT;;;Misturar materiais (batelada);;Em funcionamento;03/10/2022;LPM10MT007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;;;Misturador tipo galgas;;Misturador;Fungel;;;;;Filipe;5;HP;220;220;;;ML-7;1740;RPM;;;;;Ativo IPT;IPT geral;6708;Misturar materiais;;Em funcionamento;28/10/2022;LPM10MT009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Mufla;;Forno;Jung;;;;;Filipe;12;kW;220;220;Trifásico;;7014;;;;;Brasileira;2003;FAPESP 2003;IPT geral;6711;Tratamento térmico de aglomerados;;Em funcionamento;03/10/2022;LPM10FO003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Pastilhadeira;;Pastilhadeira;Neuberger;;;;;Filipe;3;HP;220;220;Trifásico;;3030;1750;RPM;;;Brasileira;1976;Ativo IPT;IPT geral;6712;Produzir copelas e pastilhas;;Em funcionamento;03/10/2022;LPM10PT001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Peletizadora*;;Disco;Eng Maq;;;;;Filipe;10;cv;220;220;Trifásico;;CCM-CP10HP;;;;;Brasileira;2009;Moderniza;IPT geral;18595;Aglomeração de biomassa;;Em funcionamento;03/10/2022;LPM10DI006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Tumbler test;;Outros;;;;;;Filipe;1,5;cv;220;220;Trifásico;;;;;;;;;;IPT geral;6689;Ensaios de tamboriamento de aglomerados;;Em funcionamento;03/10/2022;LPM10XX014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;;Alimentador;;Dosador;;;;;;Filipe;0,5;cv;220;220;;;;;;;;;;;IPT geral;6701;Alimentaçao controlada de materiais;;Em manutenção;03/10/2022;LPM10DO001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Planta Piloto de Moagem;;Bomba Centrífuga**;;Bomba;Omel;;;;;N/D;12,5;cv;220;;;;"11/2"" x 1"" - UND AA";3500;RPM;;;Brasileira;1984;Ativo IPT;;;Alimentar o classificador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Planta piloto de Moagem;;Bomba de polpa**;;Bomba;Envirotech;;;;;N/D;;;;;;;AA-6.5;;;;;Brasileira;;Ativo IPT;;;Bombear polpas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Laboratório 01 - Flotação;Bancada;Bomba de vácuo**;;Bomba;Primar S.A;;;;;Francisco;;;110;220;;;141 TIPO 2.V.C.;1700;RPM;;;Brasileira;;Ativo IPT;IPT geral;3918;Filtrar soluções;;Em funcionamento;28/10/2022;LPM10BB006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de cominuição;;Britador de mandíbulas;;Britador;Allis;;;;;Jefferson;10;HP;220;220;Trifásico;;B1021;;;;;Norte Americano;;Ativo IPT;IPT geral;35032;Rebritar amostras;;Em funcionamento;03/10/2022;LPM10BR004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de cominuição;;Britador de mandíbulas;;Britador;Joy Denver;;;;;Jefferson;5;HP;220;220;Trifásico;;"5"" X 6""";1800;RPM;;;Norte Americano;1968;Ativo IPT;IPT geral;6650;Britar materiais;;Em manutenção;03/10/2022;LPM10BR005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de cominuição;;Britador de mandíbulas;;Britador;Renard;;;;;Jefferson;2;HP;220;220;Trifásico;;BMA 80- 125;1725;RPM;;;Brasileira;1978;Ativo IPT;IPT geral;6649;Britar materiais;;Em manutenção;03/10/2022;LPM10BR006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de cominuição;;Célula de flotação;;Célula Flotação/Atrição;Joy Denver;;;;;Jefferson;0,5;HP;220;220;;;D-12;;;;;Norte Americano;1962;Ativo IPT;IPT geral;6637;Flotar materias;;Em manutenção;03/10/2022;LPM10CF007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de cominuição;;Célula de flotação bateria;;Célula Flotação/Atrição;Joy Denver;;;;;Jefferson;0,5;HP;220;220;Trifásico;Reagentes químicos;;120;kg/h;1800;RPM;Norte Americano;1973;Ativo IPT;IPT geral;6636;Concentrar materiais;;Em manutenção;03/10/2022;LPM10CF008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Planta Piloto de Moagem;;Circuito de moagem a úmido;;Moinho;Joy Denver;;;;;N/D;5;cv;220;;;Trifásico;;120;kg/h;;;Norte Americano;;Ativo IPT;;;Moer Materiais a umido;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de cominuição;Planta piloto de moagem;Classificador espiral;;Classificador Gravimetrico;Denver;;;;;Jefferson;0,5;HP;220;220;Trifásico;;9x6 - 7;;;1800;RPM;;;;;;Separação granulométrica;;Em funcionamento;18/10/2022;LPM10CG001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;10;Galpão de Aglomeração;Sala de compressoeres;Compressor;;Compressor;Hitachi;;;;;Filipe;;;;;;;2.2U-7T;60;Hz;;;Japonesa;;;IPT red;1554;Gerar ar comprimido;;Em funcionamento;18/10/2022;LPM10CP002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
