Lab;Predio;Sala;Detalhe sala (mesa, armário, etc);Nome Equipamento ;Apelido;Tipo;Fabricante;Moeda;Custo de aquisição;Agência financiadora;ID_grupo (partes do mesmo conjunto têm o mesmo número de ID_grupo);Responsável;Potência elétrica;Unidade potencia elétrica;Tensão elétrica minima (V);Tensão elétrica máxima (V);Detalhe da alimentação elétrica (bivolt, trifásico, etc);Outras alimentações (ar, água, etc);Modelo;Spec1;Unidade Spec1;Spec2;Unidade Spec2;Nacionalidade;Ano de aquisição ;Apelido projeto compra;Sistema de patrimônio principal;Numero de patrimônio principal;Finalidade principal;Intervalo de calibração;Condição Equipamento;Data Atualização;Pasta de documentos;OBS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;auxiliar
LPM;4;Mezanino;;Yokogawa Recorder 004916-Mezanino;;Outros;Yokogawa;;;;;Omar;;;110;220;Bivolt;;371141;;;;;Japão;;;;004916 cinza e 35475 azul;Medição de temperaturas;;Em funcionamento;14/10/2022;LPM04XX009;Não possui Manual;;LPM;2;2;;cut off  ;;cortadeira;#NOME?;4;#NOME?;LPM02CT004;arotec;;;;;alzira;;;;;;;cor 40;;;;;brasileira;;;;004035 / 36113;cortar amostras metalicas de medio porte;;em manutenção;30/09/2022;;;;
LPM;4;Sala de Fornos de Alta Temperatura;Encaixotado;Analisador de Gases NOVA;;Analisador Quimico;NOVA Analytical Systems;Real;81.663,06;Fapesp;;André;;;;;;;;;;;;Canadá;2021;;;;Analise de gases;;Aguardando instalação;28/10/2022;LPM04AQ002;;;LPM;2;2;;cut-off ;;cortadeira;#NOME?;5;#NOME?;LPM02CT005;buelher;;;;;alzira;;;110;;;monofasico;isomet;;;;;;;;;;cortar amostras metalicas de pequeno porte;;;30/09/2022;;;;
LPM;4;Sala Preparação de Amostras;;Balança Marte LC 50 Heroult;;Balança;Marte;;;;;Omar;;V;110;220;Chave 110 ou 220;;LC 50;;;;;Brasileira;1996;;;34661 azul;Pesagens diversas;;Em funcionamento;28/10/2022;LPM04BL013;Possui Manual;;LPM;2;2;;cut-off ;;cortadeira;#NOME?;6;#NOME?;LPM02CT006;buelher;;;;;alzira;;;110;;;monofasico;isomet 1000;;;;;;;;;18696;cortar amostras metalicas de pequeno porte;;;30/09/2022;;;;
LPM;3;Sala HDH;;Balança Marte LC 50 HDH;;Balança;Marte;;;;;Gilmar Avancini;;V;110;220;Chave 110 ou 220;;LC 50;;;;;Brasileira;1999;;;sem numero;Pesagens Diversas;;em funcionamento;04/11/2022;;;;LPM;2;2;;lixadeira de cinta;;lixadeira;#NOME?;7;#NOME?;LPM02LX001;buelher;;;;;alzira;;;110;;;monofasico;surfmet;;;;;;;;;9532 / 06306;lixar amostras  metalicas;;em funcionamento;30/09/2022;;;;
LPM;4;Of. Mecanica;;Calibrador traçador de altura;;Ferramentas;Mitutoyo;;;;;Francisco;;;;;;;;;;;;;;;;012204;Ferramenta de medição;;Em funcionamento;11/11/2022;;Não possui Manual;;LPM;2;2;;lixadeira de cinta;;lixadeira;#NOME?;8;#NOME?;LPM02LX002;arotec;;;;;alzira;;;110;;;monofasico;ALC 2;;;;;brasileira;;;;;lixar amostras  metalicas;;em funcionamento;30/09/2022;;;;
LPM;4;Of. Mecanica;;Calibrador traçador de diametro interno;;Ferramentas;Mitutoyo;;;;;Francisco;;;;;;;;;;;;;;;;012203;Ferramenta de medição;;Em funcionamento;11/11/2022;;Não possui Manual;;LPM;2;2;;lixadeira de pratos;;lixadeira;#NOME?;9;#NOME?;LPM02LX003;buelher;;;;;alzira;;;110;;;monofasico;2 pratos;;;;;;;;;;lixar amostras  metalicas ;;em funcionamento;30/09/2022;;;;
LPM;4;Of. Mecanica;;Micrometro externo mecanico;;Ferramentas;Mitutoyo;;;;;Francisco;;;;;;;;;;;;;;;;47066;Ferramenta de medição;;Em funcionamento;11/11/2022;;Não possui Manual;;LPM;2;2;;lixadeira de pratos;;lixadeira;#NOME?;10;#NOME?;LPM02LX004;buelher;;;;;alzira;;;110;;;monofasico;3 pratos;;;;;;;;;19456;lixar amostras  metalicas;;em funcionamento;30/09/2022;;;;
LPM;4;Of. Mecancia;;Paquimetro para serviços pesados 600mm;;Ferramentas;Mitutoyo;;;;;Francisco;;;;;;;;;;;;;;;;012205;Ferramenta de medição;;Em funcionamento;11/11/2022;;Não possui Manual;;LPM;2;2;;secadores;;secador;#NOME?;11;#NOME?;LPM02SC001;darfon;;;;;alzira;;;110;;;monofasico;;;;;;brasileira;;;;;secar amostras  ;;em funcionamento;30/09/2022;;;;
LPM;4;Of. Mecanica;;Relógio comparador;;Ferramentas;Mitutoyo;;;;;Francisco;;;;;;;;;;;;;;;;17770;Ferramenta de medição;;Em funcionamento;11/11/2022;;Não possui Manual;;LPM;2;2;;esmeril;;outros;#NOME?;12;#NOME?;LPM02XX001;WEG;;;;;alzira;;;110;;;monofasico;2 PEDRAS;;;;;brasileira;;;;17231;desbaste de amostras ;;em funcionamento;30/09/2022;;;;
LPM;4;Of. Mecanica;;Micrometro externo mecanico Tesa 0 a 25mm;;Ferramentas;Tesa;;;;;Francisco;;;;;;;;;;;;;;;;15907;Ferramenta de medição;;Em funcionamento;11/11/2022;;Não possui Manual;;LPM;2;2;;embutidora;embutidora media;EMBUTIDORA;#NOME?;13;#NOME?;LPM02EB001;buelher;;;;;alzira;;;220;;;monofasico;simplimet 2000;;;;;;1998;FAPESP;;;embutir amostras metalicas até 30mm;;em funcionamento;30/09/2022;;;;
LPM;4;Of. Mecanica;;Micrometro externo mecanico 25 a 50mm;;Ferramentas;Mitutoyo;;;;;Francisco;;;;;;;;;;;;;;;;23501;Ferramenta de medição;;Em funcionamento;11/11/2022;;Não possui Manual;;LPM;2;2;;embutidora;embutidora grande;EMBUTIDORA;#NOME?;14;#NOME?;LPM02EB002;impetech;;;;;alzira;;;220;;;monofasico;europe;;;;;sul africana;;;;83417;embutir amostras metalicas até 37mm;;em funcionamento;30/09/2022;;;;
LPM;4;Of. Mecanica;;Relogio comparador interno Schnelltaster 10 a 30mm;;Ferramentas;Schnelltaster;;;;;Francisco;;;;;;;;;;;;;;;;47065;Ferramenta de medição;;Em funcionamento;11/11/2022;;Não possui Manual;;LPM;2;2;;embutidora;embutidora pequena;EMBUTIDORA;#NOME?;15;#NOME?;LPM02EB003;buelher;;;;;alzira;;;110;;;monofasico;simplimet 1000;;;;;;;;;84258;embutir amostras metalicas menores 25mm;;em funcionamento;30/09/2022;;;;
LPM;4;Of. Mecanica;;Micrometro externo mecanico Tesa 25 a 50mm;;Ferramentas;Tesa;;;;;Francisco;;;;;;;;;;;;;;;;15908;Ferramenta de medição;;Em funcionamento;11/11/2022;;Não possui Manual;;LPM;2;2;;lixadeira politriz  automatica;;lixadeira;#NOME?;16;#NOME?;LPM02LX005;buelher;;;;;alzira;;;220;;;monofasico;vector;;;;;;;FINEP-FUSP HIPERROL;;usp 1261/0035;lixar ou polir amostras automaticamente;;em funcionamento;30/09/2022;;;;
LPM;4;Of. Mecanica;;Micrometro para medição de profundidade 0.01mm;;Ferramentas;Mitutoyo;;;;;Francisco;;;;;;;;;;;;;;;;15906;Ferramenta de medição;;Em funcionamento;11/11/2022;;Não possui Manual;;LPM;2;2;;lixadeira politriz  automatica;;lixadeira;#NOME?;17;#NOME?;LPM02LX006;buelher;brl;49.032,07;;;alzira;;;110;;;;Automet 250;;;;;;2013;;;16817;lixar ou polir amostras automaticamente;;em funcionamento;05/10/2022;;;;
LPM;4;Of. Mecanica;;Micrometro externo mecanico 50 a 75mm;;Ferramentas;Mitutoyo;;;;;Francisco;;;;;;;;;;;;;;;;21374;Ferramenta de medição;;Em funcionamento;11/11/2022;;Não possui Manual;;LPM;2;2;;cut-off automatizada;;cortadeira;#NOME?;18;#NOME?;LPM02CT007;buelher;;;;;alzira;;;;;;;isomet 4000;;;;;;;FINEP-FUSP HIPERROL;;usp 1261/0052;cortar amostras com corte delicado e precisão;;em manutenção;30/09/2022;;;;
LPM;4;Of. Mecanica;;Micrometro externo mecanico 100 a 125mm;;Ferramentas;Mitutoyo;;;;;Francisco;;;;;;;;;;;;;;;;012202;Ferramenta de medição;;Em funcionamento;11/11/2022;;Não possui Manual;;LPM;2;2;;compressor ;;compressor;#NOME?;19;#NOME?;LPM02CP001;Schulz;;;;;alzira;;;220;;;;MS3/30 ISENTO DE OLEO;;;;;brasileira;;;;;gerar ar  comprimido;;em funcionamento;30/09/2022;;;;
LPM;4;Rua;;Compressor de ar PEG;;Compressor;PEG;;;;;Omar;;;;220;V;;;;;;;Brasileira;;;;005149;Geração de ar comprimido;;Em funcionamento;11/11/2022;;Não possui Manual;;LPM;2;2;;cut-off automatizada;;cortadeira;#NOME?;20;#NOME?;LPM02CT008;buelher;;;;;alzira;;;220;;;;isomet 2000;;;;;;;jica;;;cortar amostras com corte delicado e precisao;;;30/09/2022;;;;
LPM;3;Sala Forno Alemão PVA;;Classificador Produtest;;Classificador Gravimetrico;Produtest;;;;;Omar;;;;220;V;;;;;;;Brasileira;;;;38338 e 004906;Classificação Granulométrica;;Em funcionamento;18/11/2022;;Não possui Manual;;LPM;2;3;;microdureza;;dureza;#NOME?;21;#NOME?;LPM02DR001;buelher;;;;;alzira;;;110;;;;micromet 5104;;;;;;;Verde Amarelo;;;medir micro dureza vickers ou Knoop até 1 kg;;em funcionamento;30/09/2022;;;;
LPM;3;Sala Forno Alemão PVA;;Forno PVA Alemão;;Forno;PVA Tepla;;;;;Moyses;;;;;;;;;;;;Alemanha;;;;;Cristalização de silicio;;Sem funcionar há anos;18/11/2022;;;;LPM;2;3;;dureza vickers macro e micro ;;dureza;#NOME?;22;#NOME?;LPM02DR002;mitutoyo;;;;;alzira;;;110;;;;MVK-H30;;;;;JAPONESA ;;JICA;;;medir macro e micro dureza vickers ;;em manutenção;30/09/2022;;;;
LPM;4;Torres;;Bomba de agua fria 1;BAF 1;Bomba;KSB;;;;;Omar;15;CV;;220;V;;Meganorm;;;;;Brasil;2022;;;025515;Bombear agua para os fornos;;Em funcionamento;10/02/2023;;;;LPM;2;3;;macrodureza;;dureza;#NOME?;23;#NOME?;LPM02DR003;buelher;;;;;alzira;;;110;;;;1126;até 50 kg;;;;chinesa;;finep /fusp;;USP 1638/0005;medir macro  dureza vickers;;em funcionamento;30/09/2022;;;;
LPM;4;Mezanino;;Pirometro de Imersão ForneroII;;Ferramentas;Italterm;;;;;Omar;;;85;264;V;;Fornero II;;;;;Brasil;;;;043190 e 004854;Medição de temperatura;;Em manutenção;10/02/2023;;Possuui Manual;;LPM;2;3;;dureza rockwell;;dureza;#NOME?;24;#NOME?;LPM02DR004;wilson;;;;;alzira;;;;;;;3JR;;;;;brasileira;;;;;medir dureza rockwell ;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;3;;ar condicionado;;ar condicionado;#NOME?;25;#NOME?;LPM02AC001;springer;;;;;alzira;;;;;;;maxflex;;;;;brasileira;;;;16575;controle da temperatura da sala;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;3;;forno  para tratamento térmico;;forno;#NOME?;26;#NOME?;LPM02FO001;EDG;;;;;alzira;;;220;;;;F1800 3PS ;até 1000ºC;;;;brasileira;;;;;realizar tratamentos termicos até 1000ºC;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;3;;MUFLA ;;mufla;#NOME?;27;#NOME?;LPM02MF001;;;;;;alzira;;;;;;;;;;;;;;;;05353 /003122;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;3;;balança ;;balança;#NOME?;28;#NOME?;LPM02BL001;Marte;brl;924,00;;;alzira;;;110;;;;LC-10;10Kg;;;;brasileira;2010;;;  045148 / 003127;realIzar pesagem até 10 kg com precisãp de ;;em funcionamento;05/10/2020;;calibração nunca foi aferida com certificado;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;3;;balança de precisão;GEHAKA ;balança;#NOME?;29;#NOME?;LPM02BL002;GEHARA;;;;;alzira;;;110;;;;BG-400;400G;;;;brasileira;;;;83377 /000302 /016572;realIzar pesagem até 400g com precisão de 0,001;;em funcionamento;30/09/2022;;calibração aferida em 2018;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;6;;capela ;;capela;#NOME?;30;#NOME?;LPM02CA001;braslab;;;;;alzira;;;;;;;;;;;;;;FINEP-FUSP HIPERROL;;Finep -Fusp - 1261/0032;confeccionar e realizar ataques metalograficos;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;6;;balança;;balança;#NOME?;31;#NOME?;LPM02BL003;micronal;;;;;alzira;;;110;;;monofasico;B6000;6 Kg;;;;brasileira;;;;32677;pesar até 6 kg;;em funcionamento;30/09/2022;;calibraçãonunca foi aferida com certificado;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;6;;ultrassom;;ultrassom;#NOME?;32;#NOME?;LPM02UL001;Thornton;;;;;alzira;;;110;;;monofasico;T7;1 litro;;;;;;;;;lavagem de amostras com ultrassom;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;6;;ultrassom;ultrassom grande;ultrassom;#NOME?;33;#NOME?;LPM02UL002;UNIQUE;BRL;6000,00;;;alzira;;;220;;;;USC-2850;9,5l ;;;;brasileira;2014;;;4782;lavagem de amostras com ultrassome aquecimento;;em funcionamento;05/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;6;;placa de aquecimento com agitador ;;agitador;#NOME?;34;#NOME?;LPM02AG001;QUIMIS;;;;;alzira;;;220;;;;;;;;;brasileira;;;;16488;aquecer e agitar  solução ;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;6;;agitador magnetico;;agitador;#NOME?;35;#NOME?;LPM02AG002;QUIMIS;;;;;alzira;;;220;;;;;;;;;;;;;84258; agitar  solução ;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;6;;placa de aquecimento com agitador magnetico;;agitador;#NOME?;36;#NOME?;LPM02AG003;stirrer;BRL;998,00;;;alzira;;;220;;;monofasico;MS300;;;;;brasileira;2013;;;17625; agitar  solução com controle de temperatura;;em funcionamento;05/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;6;;secador de mão com temporizador e aquecimento;;secador;#NOME?;37;#NOME?;LPM02SC002;Brakley;;;;;alzira;;;220;;;monofasico;;;;;;brasileira;;;;23578;secar  amostras ;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;politriz bancada   P1 - 1 prato  ;;politriz;#NOME?;38;#NOME?;LPM02PO001;fortel ;;;;;alzira;;;110;;;;PFL;;;;;brasileira;;;;;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;politriz bancada   P3 - 1 prato  ;;politriz;#NOME?;39;#NOME?;LPM02PO002;fortel ;BRL;;;;alzira;;;110;;;;PFL ;;;;;brasileira;;;;;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;politriz bancada   P4 - 1 prato  ;;politriz;#NOME?;40;#NOME?;LPM02PO003;solotest;BRL;879,80;;;alzira;;;220;;;;MAXIPLAN;;;;;brasileira;1992;;;32964;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;politriz bancada   P5 - 1 prato  ;;politriz;#NOME?;41;#NOME?;LPM02PO004;solotest  ;;;;;alzira;;;110;;;;MAXIPLAN;;;;;brasileira;;;;;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;politriz bancada   P6 - 1 prato  ;;politriz;#NOME?;42;#NOME?;LPM02PO005;solotest ;BRL;879,80;;;alzira;;;110;;;;MAXIPLAN;;;;;brasileira;1992;;;33049;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;politriz bancada   P7 - 1 prato  ;;politriz;#NOME?;43;#NOME?;LPM02PO006;solotest  ;brl;5123,43;;;alzira;;;110;;;;MAXIPLAN;;;;;brasileira;1994;;;33777;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;politriz de  2  pratos;;politriz;#NOME?;44;#NOME?;LPM02PO007;Buelher;;;;;alzira;;;110;;;;;;;;;;;;;47174;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;politriz de  bancada P2 - 1 prato;;politriz;#NOME?;45;#NOME?;LPM02PO008;Fortel ;BRL;2978,00;;;alzira;;;110;;;;PFL;;;;;brasileira;2010;;;4896;;;em funcionamento;05/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;politriz bancada   P8 - 1 prato  ;;politriz;#NOME?;46;#NOME?;LPM02PO009;Fortel  ;BRL;2978,00;;;alzira;;;220;;;;PFL;;;;;brasileira;2010;;;4897;;;em funcionamento;05/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;politriz bancada   P9 - 1 prato  ;;politriz;#NOME?;47;#NOME?;LPM02PO010;solotest ;BRL;879,80;;;alzira;;;110;;;;MAXIPLAN;;;;;brasileira;1992;;;32964;;;em funcionamento;05/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;politriz bancada   P10 - 1 prato  ;;politriz;#NOME?;48;#NOME?;LPM02PO011;solotest  ;BRL;909,93;;;alzira;;;110;;;;MAXIPLAN;;;;;brasileira;1997;;;35365;;;em funcionamento;05/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;politriz bancada   P11 - 1 prato  ;;politriz;#NOME?;49;#NOME?;LPM02PO012;solotest ;;;;;alzira;;;220;;;;MAXIPLAN;;;;;brasileira;;;;40444;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;POLITRIZ 1 RAT;;politriz;#NOME?;50;#NOME?;LPM02PO013; STRUERS;;;;;alzira;;;220;;;; DP-U3;;;;;Dinamarca;;;; ;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;politriz automatizada 1;;politriz;#NOME?;51;#NOME?;LPM02PO014;Buelher ;BRL;6737,11;;;alzira;;;110;;;;minimet 1000;;;;;;2002;;;21523;;;em funcionamento;05/102022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;politriz automatizada 2;;politriz;#NOME?;52;#NOME?;LPM02PO015;Buelher ;;;;;alzira;;;110;;;; minimet 1000;;;;;;;;;;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;secador 1;;secador;#NOME?;53;#NOME?;LPM02SC003;Darfon;;;;;alzira;;;110;;;;;;;;;brasileira;;;;30767 / 003107;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;secador 2;;secador;#NOME?;54;#NOME?;LPM02SC004;brakley;;;;;alzira;;;110;;;;;;;;;brasileira;;;;;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;7;;ultrasom;;ultrassom;#NOME?;55;#NOME?;LPM02UL003;Unique  ;BRL;859,99;;;alzira;;;110;;;; USC 800A;;;;;brasileira;2008;;;3105;;;em funcionamento;05/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;8;;microscopio;nikon;microscopio;#NOME?;56;#NOME?;LPM02MP001;NIKON;;;;;alzira;;;110;;;;epiphot 200;1000x;;;;;2010;fapesp 2010 ;;USP 1638/0004;observação microscopica;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;8;;computador  do microscopio Nikon;;ZZ Parte de um equipamento;#NOME?;57;#NOME?;LPM02ZZ001;infoway ;;;;;alzira;;;110;;;;;windows 7;;;;;;;;003134;realizar  fotos micrograficas  e analise quantitativa ;;;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;8;;microscopio;Carl Zeiss;microscopio;#NOME?;58;#NOME?;LPM02MP002;Carl Zeiss;;;;;alzira;;;110;;;;AXIO OBSERVER Z1m;2500x;;;;;2015;Interciment;;005381 / 005382 ;observação microscopica;;em funcionamento;05/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;8;;computador  do microscopio Carl zeiss;;computador;#NOME?;59;#NOME?;LPM02CO001;hp;BRL;16980,00;;;alzira;;;110;;;;z840 ;32GB;2X2 TB;;;BRASILEIRA;2015;Interciment;;005311;realizar  fotos micrograficas  e analise quantitativa ;;em funcionamento;05/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;8;;lupa  estereoscopica;;lupa;#NOME?;60;#NOME?;LPM02LU001;leica;BRL;48737,41;;;alzira;;;110;;;;M165;100x;;;;;;;;046093 / 003900;observação imagem até 1000x em lupa;;em funcionamento;05/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;8;;computador  da lupa;;computador;#NOME?;61;#NOME?;LPM02CO002;infoway;;;;;alzira;;;110;;;;;;;;;;;;;;IMAGEM E FOTO LUPA;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;8;;desumidificador;;desumidificador;#NOME?;62;#NOME?;LPM02DS001;Arsec;;;;;alzira;;;220;;;;160D;;;;;brasileira;;;;006112;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;8;;ar condicionado;;Ar Condicionado;#NOME?;63;#NOME?;LPM02AC002;springer;;;;;alzira;;;110;;;;maxflex;;;;;brasileira;;FINEP/FUSP;;;;;em funcionamento;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Agitador de Tubos Vortex ;;Agitador;#NOME?;64;#NOME?;LPM02AG004;LABNET;BRL;1.250,00;;;Maciel;72;VA;120;120;60 Hz, 0,6 A;monofasico;S0200;;;;;EUA;06/04/2016;Silício;;5451;Homogeneização de amostras líquidas com movimento de vortex;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Analisador de Oxigênio,Nitrogênio e Hidrogênio;;Analisador Quimico;#NOME?;65;#NOME?;LPM02AQ001;LECO;BRL;495.799,48;;;Maciel;15;kVA;220;230;50/60 Hz;monofasico;ONH 836;;;;;EUA;23/02/2016;Próteses ;FIPT geral;21112;Determinação de Oxigênio, Nitrogênio e Hidrogênio em amostras inorgânicas.;diário, com padrões cadastrados pelo fabricante;em funcionamento;04/10/2022;LPM02AQ001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Forno digestor assistido por radiação micro-ondas ;;Forno;#NOME?;66;#NOME?;LPM02FO002;Milestone;BRL;141.284,56;;;Maciel;1800;W;220;220 V;50/60 Hz;monofasico;Ethos UP;;;;;Itália;20/09/2018;Silício;;5800;Agitação orbital de amostras liquidas contidas em tubos ou frascos, visando o preparo de amostras;;em funcionamento;09/09/2022;LPM02FO001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Ar condicionado Sala Limpa;;Ar Condicionado;#NOME?;67;#NOME?;LPM02AC003;TRANE;BRL;1.668,99;;;Maciel;12,3;kW;220;240;60 Hz;monofasico;DLPA 050 1S+TRAE;;;;;EUA;04/07/2003;INCT terras raras;IPT geral;15860;resfriamento do ambiente para bom funcionamento dos equipamentos ;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Centrífuga;;Centrifuga;#NOME?;68;#NOME?;LPM02CE001;Quimis;BRL;3598,94;;;Maciel;130;W;220;220;50/60 Hz;monofasico;0222T2;;;;;Brasileira;07/04/2016;Silício;;5440;Separação de amostras imissíveis;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Chapa de Aquecimento em Aço Inox;;Chapa;#NOME?;69;#NOME?;LPM02CH001;Quimis;BRL;999,60;;;Maciel;1100;W;120;220;bivolt ;monofasico;Q 313 AM;;;;;Brasileira;2011;Silício;"Preenchido ""sem número""";sem número;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Chapa de Aquecimento em Aço Inox;;Chapa;#NOME?;70;#NOME?;LPM02CH002;Quimis;BRL;999,60;;;Maciel;2000;W;120;220;bivolt ;monofasico;Q313I21;;;;;Brasileira;2011;Silício;;48013;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Chapa de Aquecimento em Aço Inox;;Chapa;#NOME?;71;#NOME?;LPM02CH003;Quimis;BRL;999,60;;;Maciel;2000;W;120;220;bivolt ;monofasico;Q313I21;;;;;Brasileira;2011;Silício;;18653;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Chapa de Aquecimento em Aço Inox;;Chapa;#NOME?;72;#NOME?;LPM02CH004;Quimis;BRL;999,60;;;Maciel;2000;W;120;220;bivolt ;monofasico;Q313I21;;;;;Brasileira;2011;Silício;;4043;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;Laboratório Quimico;;Chapa de Aquecimento em Aço Inox;;Chapa;#NOME?;73;#NOME?;LPM02CH005;Quimis;BRL;999,00;;;Maciel;2000;W;120;220;bivolt ;monofasico;Q313I21;;;;;Brasileira;2011;Silício;;17649;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;
